,bm_unit,repd_site_name,repd_lat,repd_long,technology_type,capacity,county,region,development_status
208,E_GFLDW-1,Goole Fields ll Wind Farm,53.67678,-0.8868,Wind Onshore,34.9,Humberside,Yorkshire and Humber,Operational
209,T_GORDW-2,Gordonbush,58.0595,-3.95905,Wind Onshore,70.0,Highland,Scotland,Operational
210,T_GORDW-1,Gordonbush,58.0595,-3.95905,Wind Onshore,70.0,Highland,Scotland,Operational
211,E_GDSTW-1,Gordonstown Hill Wind Farm,57.46192,-2.48276,Wind Onshore,12.5,Grampian,Scotland,Operational
212,M_CAS-GAR01,Great Glen Scheme,57.20163,-4.72133,Large Hydro,36.0,Highland,Scotland,Operational
213,M_CAS-MOR01,Great Glen Scheme,57.20163,-4.72133,Large Hydro,36.0,Highland,Scotland,Operational
214,T_GRGBW-3,Greater Gabbard Wind Farm,51.91764,1.92842,Wind Offshore,504.0,Offshore,Offshore,Operational
215,T_GRGBW-1,Greater Gabbard Wind Farm,51.91764,1.92842,Wind Offshore,504.0,Offshore,Offshore,Operational
216,T_GRGBW-2,Greater Gabbard Wind Farm,51.91764,1.92842,Wind Offshore,504.0,Offshore,Offshore,Operational
217,E_GRGRW-1,Greengairs East Wind Farm,55.90107,-3.91201,Wind Onshore,24.0,Strathclyde,Scotland,Operational
218,T_GRIFW-1,Griffin Wind farm,56.58122,-3.73375,Wind Onshore,156.0,Tayside,Scotland,Operational
219,T_GRIFW-2,Griffin Wind farm,56.58122,-3.73375,Wind Onshore,156.0,Tayside,Scotland,Operational
220,T_GNFSW-1,Gunfleet Sands - (Demo) Extension,51.70301,1.19191,Wind Offshore,12.0,Offshore,Offshore,Operational
221,T_GNFSW-2,Gunfleet Sands - (Demo) Extension,51.70301,1.19191,Wind Offshore,12.0,Offshore,Offshore,Operational
222,T_GNFSW-1,Gunfleet Sands II,51.72719,1.24592,Wind Offshore,64.8,Offshore,Offshore,Operational
223,T_GNFSW-2,Gunfleet Sands II,51.72719,1.24592,Wind Offshore,64.8,Offshore,Offshore,Operational
224,T_GNFSW-1,Gunfleet Sands Offshore Wind Scheme,51.73082,1.21801,Wind Offshore,108.0,Offshore,Offshore,Operational
225,T_GNFSW-2,Gunfleet Sands Offshore Wind Scheme,51.73082,1.21801,Wind Offshore,108.0,Offshore,Offshore,Operational
226,T_GYMR-28,Gwynt y Mor,53.454,-3.62665,Wind Offshore,576.0,Offshore,Offshore,Operational
227,T_GYMR-17,Gwynt y Mor,53.454,-3.62665,Wind Offshore,576.0,Offshore,Offshore,Operational
228,T_GYMR-26,Gwynt y Mor,53.454,-3.62665,Wind Offshore,576.0,Offshore,Offshore,Operational
229,T_GYMR-15,Gwynt y Mor,53.454,-3.62665,Wind Offshore,576.0,Offshore,Offshore,Operational
230,T_HADHW-1,Hadyard Hill,55.25682,-4.73191,Wind Onshore,120.0,Strathclyde,Scotland,Operational
231,T_HALSW-1,Halsary Wind Farm,58.4309,-3.44445,Wind Onshore,34.0,Highland,Scotland,Operational
232,E_HBHDW-1,Harburnhead Wind Farm,55.80868,-3.53217,Wind Onshore,51.7,Lothian,Scotland,Operational
233,E_HRHLW-1,Hare Hill,54.76158,-1.41511,Wind Onshore,1.3,County Durham,North East,Operational
234,E_HRHLW-1,Hare Hill (East Ayrshire),55.3628,-4.12628,Wind Onshore,13.2,Strathclyde,Scotland,Operational
235,T_HRSTW-1,Harestanes,55.23903,-3.5742,Wind Onshore,136.0,Dumfries and Galloway,Scotland,Operational
236,E_HAWKB-1,Hawkers Hill Energy Park,51.01348,-2.2128,Battery,20.0,Dorset,South West,Operational
237,T_HEYM11,Heysham South Wind Farm,54.03424,-2.86498,Wind Onshore,7.5,Lancashire,North West,Operational
238,T_HEYM12,Heysham South Wind Farm,54.03424,-2.86498,Wind Onshore,7.5,Lancashire,North West,Operational
239,E_HLGLW-1,Hill of Glaschyle Wind Farm,57.51052,-3.61559,Wind Onshore,27.6,Grampian,Scotland,Operational
240,E_HLTWW-1,Hill of Towie (Drummuir),57.62284,-3.34105,Wind Onshore,48.0,Grampian,Scotland,Operational
241,E_HLTWW-1,Hill of Towie II Wind Farm,57.62284,-3.34105,Wind Onshore,48.0,Grampian,Scotland,Planning Permission Expired
242,E_BHOLB-1,Holes Bay,50.72632,-1.99021,Battery,15.0,Dorset,South West,Under Construction
243,T_HOWAO-3,Hornsea 1 - Heron & Njord,53.68154,1.42074,Wind Offshore,1218.0,Offshore,Offshore,Operational
244,T_HOWAO-1,Hornsea 1 - Heron & Njord,53.68154,1.42074,Wind Offshore,1218.0,Offshore,Offshore,Operational
245,T_HOWAO-2,Hornsea 1 - Heron & Njord,53.68154,1.42074,Wind Offshore,1218.0,Offshore,Offshore,Operational
246,T_HOWBO-3,Hornsea 2 - Optimus and Breesea,53.96,1.53999,Wind Offshore,1320.0,Offshore,Offshore,Operational
247,T_HOWBO-2,Hornsea 2 - Optimus and Breesea,53.96,1.53999,Wind Offshore,1320.0,Offshore,Offshore,Operational
248,T_HOWBO-1,Hornsea 2 - Optimus and Breesea,53.96,1.53999,Wind Offshore,1320.0,Offshore,Offshore,Operational
249,T_HMGTO-1,Humber Gateway A,53.38746,0.50064,Wind Offshore,219.0,Offshore,Offshore,Operational
250,T_HMGTO-2,Humber Gateway A,53.38746,0.50064,Wind Offshore,219.0,Offshore,Offshore,Operational
251,E_HYWDW-1,Hywind Scotland Pilot Park (Hywind 2) Demonstrator,57.50746,-1.44258,Wind Offshore,30.0,Offshore,Offshore,Operational
252,T_KEAD-2,Keadby Wind Farm,53.6118,-0.76369,Wind Onshore,68.0,Humberside,Yorkshire and Humber,Operational
253,T_KEAD-1,Keadby Wind Farm,53.6118,-0.76369,Wind Onshore,68.0,Humberside,Yorkshire and Humber,Operational
254,T_KEADGT-3,Keadby Wind Farm,53.6118,-0.76369,Wind Onshore,68.0,Humberside,Yorkshire and Humber,Operational
255,T_KTHLW-1,Keith Hill,55.83945,-2.8421,Wind Onshore,25.0,Lothian,Scotland,Revised
256,T_KTHLW-1,Keith Hill,55.81727,-2.82546,Wind Onshore,4.5,Lothian,Scotland,Operational
257,T_KENNW-1,Kennoxhead Wind Farm,55.49792,-3.94631,Wind Onshore,62.0,Strathclyde,Scotland,Under Construction
258,T_KILBW-1,Kilbraur Windfarm,58.0404,-4.0588,Wind Onshore,47.5,Highland,Scotland,Operational
259,T_KILBW-1,Kilbraur Windfarm Farlary - Extension,57.99239,-3.97866,Wind Onshore,20.0,Highland,Scotland,Operational
260,T_KLGLW-1,Kilgallioch wind farm,54.98845,-4.80172,Wind Onshore,239.0,Dumfries and Galloway,Scotland,Operational
261,E_KINCW-1,Kincardine Offshore Windfarm,56.99728,-1.8738,Wind Offshore,49.5,Offshore,Offshore,Operational
262,2__PMARB002,Kinlochleven Hydro Power Station,56.71457,-4.96341,Large Hydro,19.5,Highland,Scotland,Operational
263,E_KHLLW-1,Kirk Hill Wind Farm,55.30642,-4.73986,Wind Onshore,18.8,South Ayrshire,Scotland,Operational
264,T_KPMRW-1,Kype Muir Wind Farm,55.63265,-4.0361,Wind Onshore,88.4,Strathclyde,Scotland,Operational
265,T_KYPEW-1,Kype Muir Wind Farm,55.63265,-4.0361,Wind Onshore,88.4,Strathclyde,Scotland,Operational
266,T_LAGA-1,Langage Energy Park - Hydrogen Production Facility,50.38977,-4.01137,Hydrogen,10.0,Devon,South West,Awaiting Construction
267,T_LARKS-1,Larks Green Solar Farm,51.57794,-2.47741,Solar Photovoltaics,70.0,Gloucestershire,South West,Operational
268,T_LARKS-1,Larks Green Solar Farm,51.57794,-2.47741,Battery,49.5,Gloucestershire,South West,Operational
269,2__PMARB001,Lochaber,56.82906,-5.07259,Large Hydro,65.0,Highland,Scotland,Operational
270,T_LCLTW-1,Lochluichart,57.65459,-4.8167,Wind Onshore,51.0,Highland,Scotland,Operational
271,T_LCLTW-1,Lochluichart (Extension),57.68011,-4.84136,Wind Onshore,18.0,Highland,Scotland,Operational
272,T_LCLTW-1,Lochluichart Extension II,57.67466,-4.81059,Wind Onshore,18.0,Highland,Scotland,Revised
273,T_LCLTW-1,Lochluichart Wind Farm Extension 2,57.69346,-4.76759,Wind Onshore,24.0,Highland,Scotland,Awaiting Construction
274,T_LARYW-1,London Array Phase 1,51.62168,1.49583,Wind Offshore,630.0,Offshore,Offshore,Operational
275,T_LARYW-2,London Array Phase 1,51.62168,1.49583,Wind Offshore,630.0,Offshore,Offshore,Operational
276,T_LARYW-4,London Array Phase 1,51.62168,1.49583,Wind Offshore,630.0,Offshore,Offshore,Operational
277,T_LARYW-3,London Array Phase 1,51.62168,1.49583,Wind Offshore,630.0,Offshore,Offshore,Operational
278,T_LARYW-4,London Array Phase 2,51.47158,1.04077,Wind Offshore,240.0,Offshore,Offshore,Abandoned
279,T_LARYW-2,London Array Phase 2,51.47158,1.04077,Wind Offshore,240.0,Offshore,Offshore,Abandoned
280,T_LARYW-1,London Array Phase 2,51.47158,1.04077,Wind Offshore,240.0,Offshore,Offshore,Abandoned
281,T_LARYW-3,London Array Phase 2,51.47158,1.04077,Wind Offshore,240.0,Offshore,Offshore,Abandoned
282,E_LYNE3,Lynemouth Power Station,55.20672,-1.5325,Biomass (dedicated),420.0,Northumberland,North East,Operational
283,E_LYNE1,Lynemouth Power Station,55.20672,-1.5325,Biomass (dedicated),420.0,Northumberland,North East,Operational
284,E_LYNE2,Lynemouth Power Station,55.20672,-1.5325,Biomass (dedicated),420.0,Northumberland,North East,Operational
285,T_MKHLW-1,Mark Hill,55.12837,-4.74631,Wind Onshore,56.0,Strathclyde,Scotland,Operational
286,E_MARK-1,Markinch Biomass CHP Plant,56.20118,-3.16225,Biomass (dedicated),65.0,Fife,Scotland,Operational
287,2__PSTAT002,Mid Hill - Phase II,56.96877,-2.48616,Wind Onshore,18.4,Grampian,Scotland,Operational
288,2__PSTAT002,Mid Hill I,56.96877,-2.48616,Wind Onshore,57.5,Grampian,Scotland,Operational
289,T_MIDMW-1,Middle Muir Wind Farm,55.51289,-3.80402,Wind Onshore,51.0,Strathclyde,Scotland,Operational
290,T_MILWW-1,Millennium Extension,57.1502,-4.89117,Wind Onshore,10.0,Highland,Scotland,Operational
291,T_MILWW-1,Millennium Extension II,57.15523,-4.88364,Wind Onshore,15.0,Highland,Scotland,Operational
292,T_MILWW-1,Millennium Windfarm,57.15523,-4.88364,Wind Onshore,40.0,Highland,Scotland,Operational
293,T_MYGPW-1,Minnygap,55.24877,-3.5148,Wind Onshore,25.0,Dumfries and Galloway,Scotland,Operational
294,T_MYGPW-1,Minnygap,55.24877,-3.5148,Wind Onshore,30.0,Dumfries and Galloway,Scotland,Revised
295,E_MINSW-1,Minsca,55.12207,-3.35286,Wind Onshore,36.8,Dumfries and Galloway,Scotland,Operational
296,T_MOWEO-1,Moray East,57.96732,-2.79054,Wind Offshore,950.0,Offshore,Offshore,Operational
297,T_MOWEO-3,Moray East,57.96732,-2.79054,Wind Offshore,950.0,Offshore,Offshore,Operational
298,T_MOWEO-2,Moray East,57.96732,-2.79054,Wind Offshore,950.0,Offshore,Offshore,Operational
299,T_MOWWO-2,Moray West Offshore Wind Farm Project,58.06989,-3.31307,Wind Offshore,882.0,Offshore,Offshore,Under Construction
300,T_MOWWO-3,Moray West Offshore Wind Farm Project,58.06989,-3.31307,Wind Offshore,882.0,Offshore,Offshore,Under Construction
301,T_MOWWO-1,Moray West Offshore Wind Farm Project,58.06989,-3.31307,Wind Offshore,882.0,Offshore,Offshore,Under Construction
302,T_MOWWO-4,Moray West Offshore Wind Farm Project,58.06989,-3.31307,Wind Offshore,882.0,Offshore,Offshore,Under Construction
303,E_MOYEW-1,Moy Wind Farm,57.38883,-4.0488,Wind Onshore,40.0,Highland,Scotland,Abandoned
304,E_MOYEW-1,Moy Wind Farm (2nd Application),57.38883,-4.0488,Wind Onshore,66.0,Highland,Scotland,Operational
305,T_NNGAO-1,Neart na Gaoithe,56.27,-2.25,Wind Offshore,450.0,Offshore,Offshore,Under Construction
306,T_NNGAO-2,Neart na Gaoithe,56.27,-2.25,Wind Offshore,450.0,Offshore,Offshore,Under Construction
307,T_NOKYW-2,North Kyle Energy Project,55.35173,-4.35966,Wind Onshore,205.8,Strathclyde,Scotland,Under Construction
308,T_NOKYW-1,North Kyle Energy Project,55.35173,-4.35966,Wind Onshore,205.8,Strathclyde,Scotland,Under Construction
309,T_OMNDW-1,Ormonde Offshore,54.08887,-3.43859,Wind Offshore,150.0,Offshore,Offshore,Operational
310,2__PENEC002,Paul's Hill and Extension,57.44615,-3.47621,Wind Onshore,65.0,Grampian,Scotland,Operational
311,2__PENEC002,Pauls Hill 2,57.44615,-3.47621,Wind Onshore,28.0,Grampian,Scotland,Awaiting Construction
312,2__ASTAT005,Pelham,51.93744,0.11918,Battery,49.0,Essex,Eastern,Operational
313,T_PNYCW-1,Pen Y Cymoedd,51.65554,-3.69573,Wind Onshore,228.0,Neath Port Talbot,Wales,Operational
314,T_PGBIW-1,Pogbie Wind Farm 1,55.82185,-2.83302,Wind Onshore,5.1,Lothian,Scotland,Operational
315,T_PGBIW-1,Pogbie Wind Farm 2,55.83945,-2.8421,Wind Onshore,4.8,East Lothian,Scotland,Operational
316,T_HEYM2-D,Port Of Heysham Wind Farm,54.03554,-2.91912,Wind Onshore,9.0,Lancashire,North West,Application Withdrawn
317,T_HEYM27,Port Of Heysham Wind Farm,54.03554,-2.91912,Wind Onshore,9.0,Lancashire,North West,Application Withdrawn
318,T_HEYM28,Port Of Heysham Wind Farm,54.03554,-2.91912,Wind Onshore,9.0,Lancashire,North West,Application Withdrawn
319,E_POTES-1,Port of Tyne,54.97727,-1.45591,Battery,35.0,Tyne and Wear,North East,Operational
320,T_RCBKO-1,Race Bank (Phase 1),53.13597,0.58917,Wind Offshore,289.8,Offshore,Offshore,Operational
321,T_RCBKO-2,Race Bank (Phase 1),53.13597,0.58917,Wind Offshore,289.8,Offshore,Offshore,Operational
322,T_RCBKO-1,Race Bank (Phase 2),53.13597,0.58917,Wind Offshore,283.5,Offshore,Offshore,Operational
323,T_RCBKO-2,Race Bank (Phase 2),53.13597,0.58917,Wind Offshore,283.5,Offshore,Offshore,Operational
324,T_RMPNO-1,Rampion Offshore Wind Farm (Hastings Zone),50.63999,-0.18,Wind Offshore,400.0,Offshore,Offshore,Operational
325,T_RMPNO-2,Rampion Offshore Wind Farm (Hastings Zone),50.63999,-0.18,Wind Offshore,400.0,Offshore,Offshore,Operational
326,T_RMPNO-1,"Rampion Wind Farm (Extension), (Rampion 2)",50.63999,-0.18,Wind Offshore,1200.0,Offshore,Offshore,Awaiting Construction
327,T_RMPNO-2,"Rampion Wind Farm (Extension), (Rampion 2)",50.63999,-0.18,Wind Offshore,1200.0,Offshore,Offshore,Awaiting Construction
328,E_RHEI-1,Rheidol Wind Farm,52.40758,-3.87723,Wind Onshore,2.4,Dyfed,Wales,Operational
329,T_RRWW-1,Robin Rigg East,54.76419,-3.69552,Wind Offshore,84.0,Offshore,Offshore,Operational
330,T_RREW-1,Robin Rigg East,54.76419,-3.69552,Wind Offshore,84.0,Offshore,Offshore,Operational
331,T_RREW-1,Robin Rigg West,54.7473,-3.72931,Wind Offshore,90.0,Offshore,Offshore,Operational
332,T_RRWW-1,Robin Rigg West,54.7473,-3.72931,Wind Offshore,90.0,Offshore,Offshore,Operational
333,E_ROOSB-1,Roosecote,54.10522,-3.19003,Battery,49.0,Cumbria,North West,Operational
334,2__PEDGE004,Rosehall Hill Forest Windfarm,57.99562,-4.54695,Wind Onshore,24.7,Highland,Scotland,Operational
335,2__PSTAT001,Rothes Wind (Cairn Uish),57.53726,-3.36296,Wind Onshore,50.6,Grampian,Scotland,Operational
336,2__PENEC001,Rothes Wind (Cairn Uish),57.53726,-3.36296,Wind Onshore,50.6,Grampian,Scotland,Operational
337,2__PENEC001,Rothes Wind Farm (Extension) (II),57.53726,-3.36296,Wind Onshore,41.4,Grampian,Scotland,Operational
338,2__PSTAT001,Rothes Wind Farm (Extension) (II),57.53726,-3.36296,Wind Onshore,41.4,Grampian,Scotland,Operational
339,2__PSTAT001,Rothes Wind Farm III,57.51526,-3.3204,Wind Onshore,132.0,Moray,Scotland,Awaiting Construction
340,2__PENEC001,Rothes Wind Farm III,57.51526,-3.3204,Wind Onshore,132.0,Moray,Scotland,Awaiting Construction
341,T_RUGPS-6,Rugeley Power Plant Conversion,52.75396,-1.91297,Biomass (dedicated),1000.0,Staffordshire,West Midlands,Abandoned
342,T_RUGGT-7,Rugeley Power Plant Conversion,52.75396,-1.91297,Biomass (dedicated),1000.0,Staffordshire,West Midlands,Abandoned
343,T_RUGPS-7,Rugeley Power Plant Conversion,52.75396,-1.91297,Biomass (dedicated),1000.0,Staffordshire,West Midlands,Abandoned
344,T_RUGGT-6,Rugeley Power Plant Conversion,52.75396,-1.91297,Biomass (dedicated),1000.0,Staffordshire,West Midlands,Abandoned
345,T_SAKNW-1,Sandy Knowe Wind Farm,55.37215,-4.05134,Wind Onshore,49.4,Dumfries and Galloway,Scotland,Revised
346,T_SAKNW-1,Sandy Knowe Wind Farm,55.37215,-4.05134,Wind Onshore,81.6,Dumfries and Galloway,Scotland,Operational
347,T_SAKNW-1,Sandy Knowe Wind Farm,55.36893,-4.05055,Wind Onshore,90.0,Dumfries and Galloway,Scotland,Revised
348,T_SAKNW-1,Sandy Knowe Wind Farm,55.37215,-4.05134,Wind Onshore,49.4,Dumfries and Galloway,Scotland,Revised
349,T_SAKNW-1,Sandy Knowe Wind Farm,55.37215,-4.05134,Wind Onshore,81.6,Dumfries and Galloway,Scotland,Operational
350,T_SANQW-1,Sanquhar Community Windfarm,55.34418,-4.04657,Wind Onshore,32.4,Dumfries and Galloway,Scotland,Operational
351,T_SGRWO-1,Seagreen,56.63551,-1.92662,Wind Offshore,1075.0,Offshore,Offshore,Operational
352,T_SGRWO-2,Seagreen,56.63551,-1.92662,Wind Offshore,1075.0,Offshore,Offshore,Operational
353,T_SGRWO-5,Seagreen,56.63551,-1.92662,Wind Offshore,1075.0,Offshore,Offshore,Operational
354,T_SGRWO-4,Seagreen,56.63551,-1.92662,Wind Offshore,1075.0,Offshore,Offshore,Operational
355,T_SGRWO-6,Seagreen,56.63551,-1.92662,Wind Offshore,1075.0,Offshore,Offshore,Operational
356,T_SGRWO-3,Seagreen,56.63551,-1.92662,Wind Offshore,1075.0,Offshore,Offshore,Operational
357,E_VKING-2,Seal Sands,54.61283,-1.17856,Advanced Conversion Technologies,24.0,County Durham,North East,Planning Permission Expired
358,T_SHRSW-1,Sheringham Shoal,53.13532,1.14792,Wind Offshore,317.0,Offshore,Offshore,Operational
359,T_SHRSW-2,Sheringham Shoal,53.13532,1.14792,Wind Offshore,317.0,Offshore,Offshore,Operational
360,T_SLOYD-1,Sloy Hydroelectric Power Station - Pumped Hydro Conversion,56.08073,-4.83385,Pumped Storage Hydroelectricity,100.0,Argyll and Bute ,Scotland,Application Submitted
361,T_SLOY-2,Sloy Hydroelectric Power Station - Pumped Hydro Conversion,56.08073,-4.83385,Pumped Storage Hydroelectricity,100.0,Argyll and Bute ,Scotland,Application Submitted
362,M_SLOY-4,Sloy Hydroelectric Power Station - Pumped Hydro Conversion,56.08073,-4.83385,Pumped Storage Hydroelectricity,100.0,Argyll and Bute ,Scotland,Application Submitted
363,T_SLOY-3,Sloy Hydroelectric Power Station - Pumped Hydro Conversion,56.08073,-4.83385,Pumped Storage Hydroelectricity,100.0,Argyll and Bute ,Scotland,Application Submitted
364,M_SLOY-1,Sloy Hydroelectric Power Station - Pumped Hydro Conversion,56.08073,-4.83385,Pumped Storage Hydroelectricity,100.0,Argyll and Bute ,Scotland,Application Submitted
365,E_SOLUTIA,Solutia UK Ltd,51.56658,-2.96262,Wind Onshore,5.0,Gwent,Wales,Operational
366,T_SHBA-1,South Humber Bank Power Station,53.60291,-0.14613,EfW Incineration,95.0,Humberside,Yorkshire and Humber,Awaiting Construction
367,T_SHBA-2,South Humber Bank Power Station,53.60291,-0.14613,EfW Incineration,95.0,Humberside,Yorkshire and Humber,Awaiting Construction
368,T_KILBW-1,South Kilbraur Wind Farm,58.03566,-4.06173,Wind Onshore,28.0,Highland,Scotland,Application Refused
369,T_SOKYW-1,South Kyle Wind Farm,55.31733,-4.29318,Wind Onshore,240.0,Strathclyde,Scotland,Under Construction
370,T_SPLN-1,Spalding,52.773,-0.14412,Biomass (dedicated),14.5,Lincolnshire,East Midlands,Operational
371,T_SEEL-1,Spalding,52.773,-0.14412,Biomass (dedicated),14.5,Lincolnshire,East Midlands,Operational
372,T_STRNW-1,Strathy North,58.49,-4.03359,Wind Onshore,67.7,Highland,Scotland,Operational
373,T_STLGW-3,Stronelairg Wind Farm,57.12692,-4.52637,Wind Onshore,227.7,Highland,Scotland,Operational
374,T_STLGW-2,Stronelairg Wind Farm,57.12692,-4.52637,Wind Onshore,227.7,Highland,Scotland,Operational
375,T_STLGW-1,Stronelairg Wind Farm,57.12692,-4.52637,Wind Onshore,227.7,Highland,Scotland,Operational
376,T_THNTO-2,Thanet,51.42993,1.63341,Wind Offshore,300.0,Offshore,Offshore,Operational
377,T_THNTO-1,Thanet,51.42993,1.63341,Wind Offshore,300.0,Offshore,Offshore,Operational
378,E_TGP1,Tilbury Green Power,51.4604,0.34968,Biomass (dedicated),43.0,Essex,Eastern,Operational
379,T_TDBNW-1,Toddleburn,55.76855,-2.87739,Wind Onshore,27.6,Borders,Scotland,Operational
380,C__PSTAT011,Tom Na Clach - Wind Farm Extension,57.38458,-3.88793,Wind Onshore,31.5,Nairn,Scotland,Awaiting Construction
381,T_TRLGW-1,Tralorg Wind Farm,55.24977,-4.80617,Wind Onshore,20.0,Strathclyde,Scotland,Operational
382,T_TKNWW-1,Triton Knoll,53.21227,0.86164,Wind Offshore,857.0,Offshore,Offshore,Operational
383,T_TKNEW-1,Triton Knoll,53.21227,0.86164,Wind Offshore,857.0,Offshore,Offshore,Operational
384,E_TULWW-1,Tullo Farm,56.96391,-2.21076,Wind Onshore,17.5,Grampian,Scotland,Operational
385,E_TULWW-2,Tullo Farm,56.96391,-2.21076,Wind Onshore,17.5,Grampian,Scotland,Operational
386,E_TULWW-2,Tullo Wind Farm North Extension (Shiels Wind Farm),56.844,-2.41012,Wind Onshore,7.5,Grampian,Scotland,Operational
387,E_TULWW-1,Tullo Wind Farm North Extension (Shiels Wind Farm),56.844,-2.41012,Wind Onshore,7.5,Grampian,Scotland,Operational
388,E_TULWW-1,Tullo Wind Farm South (Ext.),56.82742,-2.40489,Wind Onshore,10.0,Grampian,Scotland,Operational
389,E_TULWW-2,Tullo Wind Farm South (Ext.),56.82742,-2.40489,Wind Onshore,10.0,Grampian,Scotland,Operational
390,E_TLYMW-1,Tullymurdoch Wind Farm,56.65491,-3.31341,Wind Onshore,14.4,Tayside,Scotland,Operational
391,T_TWSHW-1,Twentyshilling Hill Wind Farm,55.31976,-3.90048,Wind Onshore,27.0,Dumfries and Galloway,Scotland,Revised
392,T_TWSHW-1,Twentyshilling Hill Wind Farm,55.31976,-3.90048,Wind Onshore,37.8,Dumfries and Galloway,Scotland,Under Construction
393,T_TWSHW-1,Twentyshilling Hill Wind Farm,55.31976,-3.90048,Wind Onshore,27.0,Dumfries and Galloway,Scotland,Revised
394,T_TWSHW-1,Twentyshilling Hill Wind Farm,55.31976,-3.90048,Wind Onshore,37.8,Dumfries and Galloway,Scotland,Under Construction
395,T_VKNGW-4,Viking Wind Farm,60.33933,-1.20843,Wind Onshore,370.0,Shetland,Scotland,Revised
396,T_VKNGW-4,Viking Wind Farm,60.33933,-1.20843,Wind Onshore,443.0,Shetland,Scotland,Operational
397,T_VKNGW-1,Viking Wind Farm,60.33933,-1.20843,Wind Onshore,370.0,Shetland,Scotland,Revised
398,T_VKNGW-1,Viking Wind Farm,60.33933,-1.20843,Wind Onshore,443.0,Shetland,Scotland,Operational
399,T_VKNGW-2,Viking Wind Farm,60.33933,-1.20843,Wind Onshore,370.0,Shetland,Scotland,Revised
400,T_VKNGW-2,Viking Wind Farm,60.33933,-1.20843,Wind Onshore,443.0,Shetland,Scotland,Operational
401,T_VKNGW-3,Viking Wind Farm,60.33933,-1.20843,Wind Onshore,370.0,Shetland,Scotland,Revised
402,T_VKNGW-3,Viking Wind Farm,60.33933,-1.20843,Wind Onshore,443.0,Shetland,Scotland,Operational
403,T_VKNGW-1,Viking Wind Farm,60.33933,-1.20843,Wind Onshore,370.0,Shetland,Scotland,Revised
404,T_VKNGW-1,Viking Wind Farm,60.33933,-1.20843,Wind Onshore,443.0,Shetland,Scotland,Operational
405,T_VKNGW-2,Viking Wind Farm,60.33933,-1.20843,Wind Onshore,370.0,Shetland,Scotland,Revised
406,T_VKNGW-2,Viking Wind Farm,60.33933,-1.20843,Wind Onshore,443.0,Shetland,Scotland,Operational
407,T_VKNGW-3,Viking Wind Farm,60.33933,-1.20843,Wind Onshore,370.0,Shetland,Scotland,Revised
408,T_VKNGW-3,Viking Wind Farm,60.33933,-1.20843,Wind Onshore,443.0,Shetland,Scotland,Operational
409,T_VKNGW-4,Viking Wind Farm,60.33933,-1.20843,Wind Onshore,370.0,Shetland,Scotland,Revised
410,T_VKNGW-4,Viking Wind Farm,60.33933,-1.20843,Wind Onshore,443.0,Shetland,Scotland,Operational
411,T_WLNYW-1,Walney 1,54.03945,-3.51579,Wind Offshore,183.6,Offshore,Offshore,Operational
412,T_WLNYO-2,Walney 2,54.08074,-3.60897,Wind Offshore,183.6,Offshore,Offshore,Operational
413,T_WLNYO-2,Walney 3,54.08999,-3.74001,Wind Offshore,659.0,Offshore,Offshore,Operational
414,T_WLNYW-1,Walney 3,54.08999,-3.74001,Wind Offshore,659.0,Offshore,Offshore,Operational
415,T_WLNYO-3,Walney 3,54.08999,-3.74001,Wind Offshore,659.0,Offshore,Offshore,Operational
416,T_WLNYO-4,Walney 3,54.08999,-3.74001,Wind Offshore,659.0,Offshore,Offshore,Operational
417,T_WLNYO-4,Walney 1,54.03945,-3.51579,Wind Offshore,183.6,Offshore,Offshore,Operational
418,T_WLNYO-2,Walney 1,54.03945,-3.51579,Wind Offshore,183.6,Offshore,Offshore,Operational
419,T_WLNYW-1,Walney 1,54.03945,-3.51579,Wind Offshore,183.6,Offshore,Offshore,Operational
420,T_WLNYO-3,Walney 1,54.03945,-3.51579,Wind Offshore,183.6,Offshore,Offshore,Operational
421,T_WLNYO-4,Walney 2,54.08074,-3.60897,Wind Offshore,183.6,Offshore,Offshore,Operational
422,T_WLNYO-2,Walney 2,54.08074,-3.60897,Wind Offshore,183.6,Offshore,Offshore,Operational
423,T_WLNYO-3,Walney 2,54.08074,-3.60897,Wind Offshore,183.6,Offshore,Offshore,Operational
424,T_WLNYW-1,Walney 2,54.08074,-3.60897,Wind Offshore,183.6,Offshore,Offshore,Operational
425,T_WBURB-41,West Burton,53.36453,-0.79836,Battery,49.0,Nottinghamshire,East Midlands,Operational
426,T_WBURB-43,West Burton,53.36453,-0.79836,Battery,49.0,Nottinghamshire,East Midlands,Operational
427,T_WDNSO-1,West of Duddon Sands,53.98515,-3.46201,Wind Offshore,389.0,Offshore,Offshore,Operational
428,T_WDNSO-2,West of Duddon Sands,53.98515,-3.46201,Wind Offshore,389.0,Offshore,Offshore,Operational
429,T_WTMSO-1,Westermost Rough A,53.09773,0.56148,Wind Offshore,210.0,Offshore,Offshore,Operational
430,T_WHILW-1,Whitelee,55.68121,-4.27906,Wind Onshore,322.0,Strathclyde,Scotland,Operational
431,T_WHILW-2,Whitelee,55.68121,-4.27906,Wind Onshore,322.0,Strathclyde,Scotland,Operational
432,T_WHILW-2,Whitelee Windfarm Extension Phase 1,55.67715,-4.28678,Wind Onshore,108.0,Strathclyde,Scotland,Operational
