,site_name,code,lat,long,repd_site_name,repd_technology_type,repd_lat,repd_long,repd_capacity,match_type,Accepted
408,Salt End Power Station,SCCL-1,53.7355,-0.2431,,,,,,,
409,Salt End Power Station,SCCL-2,53.7355,-0.2431,,,,,,,
410,Salt End Power Station,SCCL-3,53.7355,-0.2431,,,,,,,
411,Galloper Offshore Wind Farm,GAOFO-1,51.771111111,1.992222222,,,,,,,
412,Galloper Offshore Wind Farm,GAOFO-2,51.771111111,1.992222222,,,,,,,
413,Galloper Offshore Wind Farm,GAOFO-3,51.771111111,1.992222222,,,,,,,
414,Galloper Offshore Wind Farm,GAOFO-4,51.771111111,1.992222222,,,,,,,
415,Hornsea One Offshore Wind Farm,HOWAO-1,53.885,1.791,,,,,,,
416,Hornsea One Offshore Wind Farm,HOWAO-2,53.885,1.791,,,,,,,
417,Hornsea One Offshore Wind Farm,HOWAO-3,53.885,1.791,,,,,,,
421,Grain Power Station,GRAI-6,51.443055555,0.708055555,,,,,,,
422,Grain Power Station,GRAI-7,51.443055555,0.708055555,,,,,,,
423,Grain Power Station,GRAI-8,51.443055555,0.708055555,,,,,,,
424,Grain Power Station,GRAI1G,51.443055555,0.708055555,,,,,,,
425,Grain Power Station,GRAI4G,51.443055555,0.708055555,,,,,,,
426,King's Lynn Power Station,KLYN-A-1,52.7273,0.380117,,,,,,,
427,Lynemouth power station,LNMTH-1,55.2042,-1.52083,Lynemouth Power Station,Biomass (dedicated),55.20672173325930,-1.532504001976290,420.00,exact,y
428,Lynemouth power station,LNMTH-2,55.2042,-1.52083,Lynemouth Power Station,Biomass (dedicated),55.20672173325930,-1.532504001976290,420.00,exact,y
429,Lynemouth power station,LNMTH-3,55.2042,-1.52083,Lynemouth Power Station,Biomass (dedicated),55.20672173325930,-1.532504001976290,420.00,exact,y
430,Dogger Bank A Wind Farm,DBAWO-1,54.7489,1.9301,,,,,,,
431,Dogger Bank A Wind Farm,DBAWO-2,54.7489,1.9301,,,,,,,
432,Twentyshilling Hill Wind Farm,TWSHW-1,55.3142,-3.9185,Twentyshilling Hill Wind Farm,Wind Onshore,55.31976356093610,-3.9004833500249500,27.00,exact,y
432,Twentyshilling Hill Wind Farm,TWSHW-1,55.3142,-3.9185,Twentyshilling Hill Wind Farm ,Wind Onshore,55.31976356093610,-3.9004833500249500,37.80,exact,y
434,Windy Rig Wind Farm,WDRGW-1,,,Windy Rig Wind Farm,Wind Onshore,55.27467312432230,-4.178561474848130,43.00,exact,y
434,Windy Rig Wind Farm,WDRGW-1,,,Windy Rig Wind Farm ,Wind Onshore,55.27467312432230,-4.178561474848130,43.00,exact,y
437,Tullo Wind Farm,TULWW-1,,,,,,,,,
438,Tullo Wind Farm,TULWW-2,,,,,,,,,
440,Claredown Battery Storage,ZEN02A,,,,,,,,,
441,Roundponds Battery,AG-HEL01H,,,,,,,,,
442,Kemsley Battery Storage,KEMB-1,,,,,,,,,
443,Byers Brae Battery Storage,NFSE02,,,,,,,,,
444,Minety Battery Storage,AG-HLIM03,,,,,,,,,
445,Minety Battery Storage,AG-HLIM04,,,,,,,,,
446,Minety South Battery Storage,AG-HSTK01,,,,,,,,,
447,Minety South Battery Storage,AG-HSTK02,,,,,,,,,
448,Newlands Farm Battery Storage,AG-HLIM01,,,,,,,,,
449,Newlands Farm Battery Storage,AG-HLIM02,,,,,,,,,
450,Tynemouth Energy Storage System,FFSE01,,,,,,,,,
452,Dorking Battery Energy Storage System,AG-JSTK02,,,Dorking Battery Energy Storage System,Battery,51.23043558491980,-0.3548107072776810,6.00,exact,y
453,Aldwarke Steelworks,RHAMD-1,53.452,-1.319,,,,,,,
454,Derby Gas Power Station,DERBY-2,,,,,,,,,
455,Exeter Gas Power Station,EXETR-2,,,,,,,,,
456,Heartlands Power Station,FDUNT-1,,,,,,,,,
457,Thornhill Gas Power Station,THRNL-1,53.677222222,-1.654722222,,,,,,,
458,Hallen Battery Storage,AG-LLIM01,,,,,,,,,
459,Water Lane STOR,WTRLN-1,,,,,,,,,
460,Letchworth STOR,LCHWT-1,,,,,,,,,
461,Trafalgar Park Gas Peaking Plant,TRFPK-1,,,,,,,,,
462,Lascar Battery Storage,AG-GEDF02,,,,,,,,,
463,Hulley Road Battery Storage,AG-GEDF01,,,,,,,,,
464,Chickerell Power Station,CHICK-1,,,,,,,,,
465,Pogbie Wind Farm,PGBIW-1,,,,,,,,,
466,Blary Hill Wind Farm,BLARW-1,,,Blary Hill Wind Farm,Wind Onshore,55.568256309200700,-5.643538921013160,35.00,exact,y
467,Burghfield Power Station,BURGH-1,,,,,,,,,
468,Keadby 2 Power Station,KEAD-2,53.5952,-0.7522,,,,,,,
469,JG Pears Newark CHP,JGPR-1,,,,,,,,,
470,Wishaw Battery,WISHB-1,55.76927,-3.93867,,,,,,,
471,Wishaw Battery,WISHD-1,55.76927,-3.93867,,,,,,,
472,Blackhillock Battery,BLHLB-1,,,,,,,,,
473,Blackhillock Battery,BLHLB-2,,,,,,,,,
474,Blackhillock Battery,BLHLB-3,,,,,,,,,
475,Blackhillock Battery,BLHLB-4,,,,,,,,,
476,Clachan Flats Wind Farm,CLFLW-1,,,Clachan Flats Wind Farm,Wind Onshore,56.28809278304760,-4.942889825389990,15.00,exact,y
477,Kincardine Offshore Wind Farm,KINCW-1,57.0046,-1.8596,,,,,,,
479,Solutia District Energy,SOLUU-1,,,,,,,,,
480,Sevington District Energy,SEVIU-1,,,,,,,,,
481,Sudmeadow Road Power Station,SUDME-1,,,,,,,,,
482,Moorfield Drive Power Station,MORFL-1,,,,,,,,,
483,Rake Lane Power Station,RAKE-1,,,,,,,,,
484,Down Barn Farm Power Station,DBFRM-1,50.861673,-1.153879,,,,,,,
485,Goose House Lane Power Station,GOSHS-1,,,,,,,,,
486,Bridgwater Power Station,BRIDU-1,,,,,,,,,
487,Coupar Battery Storage,CUPAB-1,,,,,,,,,
488,Chatterley Power Station,CHTRY-1,,,,,,,,,
489,Fideoak Mill Battery Storage,AG-LLIM02,51.018497,-3.157186,,,,,,,
490,Bispham Flexible Generation,BSPHM-1,,,,,,,,,
491,Brownieleys Wind Farm,BRNLW-1,,,,,,,,,
492,Greengairs East Wind Farm,GRGRW-1,,,Greengairs East Wind Farm,Wind Onshore,55.901073447346,-3.912006838722240,24.00,exact,y
493,Broadditch Battery,BROAB-1,,,,,,,,,
494,Middlewich Power Station,MDLWH-1,53.18726,-2.42461,,,,,,,
495,Gowerton East Power Station,ALCOA-1,,,,,,,,,
496,Chapel Farm Battery Storage,CHAPB-1,51.9266,-0.4963,,,,,,,
497,Tollgate Battery Storage,TOLLB-1,,,,,,,,,
498,Craig Wind Farm,CRGTW-1,,,Craig Wind Farm,Wind Onshore,55.16411812246770,-3.0689924136718700,10.00,exact,y
499,Dogger Bank A & B Wind Farm Cluster,DBAWO-1,,,,,,,,,
500,Dogger Bank A & B Wind Farm Cluster,DBAWO-2,,,,,,,,,
501,Dollymans Battery Storage,DOLLB-1,,,,,,,,,
502,Rise Carr Battery Storage,RSCRB-1,,,,,,,,,
503,Larks Green Solar Farm,LARKS-1,51.57851,-2.477369,Larks Green Solar Farm,Solar Photovoltaics,51.57793842480300,-2.4774098665202700,70.00,exact,y
503,Larks Green Solar Farm,LARKS-1,51.57851,-2.477369,Larks Green Solar Farm,Battery,51.57793842480300,-2.4774098665202700,49.50,exact,y
504,West Gourdie Battery,AG-PFLX01,,,,,,,,,
505,Farnham Battery Storage,FARNB-1,,,,,,,,,
507,Fordtown Battery Storage,AG-HEL0CP,,,,,,,,,
508,Camilla Battery Storage,AG-HEL0DN,,,Camilla Battery Storage,Battery,56.108968339539300,-3.2661649058326300,49.99,exact,y
509,Burwell Solar Farm,BURWS-1,52.283,0.302,Burwell Solar Farm,Solar Photovoltaics,52.28399822431160,0.3040303550888120,49.90,exact,y
510,Clay Tye Battery,CLAYB-1,,,,,,,,,
511,Clay Tye Battery,CLAYB-2,,,,,,,,,
512,Little Raith Battery Storage,LITRB-1,,,,,,,,,
513,Newton Wood Farm Battery Storage,NEWTB-1,,,,,,,,,
514,Jamesfield Battery Storage,JAMBB-1,,,,,,,,,
515,Ilmer Lane Battery Storage,ILMEB-1,,,,,,,,,
516,Carnegie Road Battery,CRSSB-1,,,,,,,,,
517,Cumberhead Wind Farm,CUMHW-1,,,Cumberhead Wind Farm,Wind Onshore,55.571843109553300,-3.958943965526720,48.00,exact,y
